year,make,model,trim,doors,type,mileage,price,cyl,dealer,Title Details,Salvage Vehicle,Frame Damage,Theft History,Lemon Status,VIN,Certified Pre-Owned,Accidents,Owners,Usage,Listed since,car_url
2015,Toyota,RAV4,XLE,4dr,SUV,67183,18487.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3WFREV1FW210404,No,No accidents, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2015/vin/2T3WFREV1FW210404/?radius=25
2015,Toyota,RAV4,Limited,4dr,SUV,140129,13999.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3DFREV8FW316114,No,1 Accident, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2015/vin/2T3DFREV8FW316114/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,29932,25959.0,4cyl Automatic,Sansone Toyota (24 mi away),Clean Title,No,No,No,No,2T3F1RFV1MW229142,No,No accidents, 1 Owner, Personal use,2024-04-03,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV1MW229142/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,30348,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV8MC188476,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MC188476/?radius=25
2020,Toyota,RAV4,XLE,Premium,4dr,26662,28998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMC1RFV9LD520387,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2020/vin/JTMC1RFV9LD520387/?radius=25
2016,Toyota,RAV4,XLE,4dr,SUV,73400,17999.0,4cyl Automatic,Brooklyn Auto Mall (17 mi away),Clean Title,No,No,No,No,2T3RFREV0GW422600,No,3 Accidents, 4 Owners, Rental vehicle,2022-10-29,https://www.edmunds.com/toyota/rav4/2016/vin/2T3RFREV0GW422600/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,30605,25990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3G1RFVXLC125821,No,No accidents, 1 Owner, Personal use only,2024-03-26,https://www.edmunds.com/toyota/rav4/2020/vin/2T3G1RFVXLC125821/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,123593,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV4KC011431,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3H1RFV4KC011431/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,50999,20590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3ZFREV2HW370548,No,No accidents, 2 Owners, Personal use,2024-03-07,https://www.edmunds.com/toyota/rav4/2017/vin/2T3ZFREV2HW370548/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,32308,24998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV8KW002933,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3F1RFV8KW002933/?radius=25
2020,Toyota,RAV4,Base,4dr,SUV,30715,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV8LC074713,No,No accidents, 1 Owner, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3H1RFV8LC074713/?radius=25
2017,Toyota,RAV4,XLE,4dr,SUV,71436,20590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,JTMWFREV9HJ721960,No,1 Accident, 2 Owners, Corporate fleet vehicle,2024-03-20,https://www.edmunds.com/toyota/rav4/2017/vin/JTMWFREV9HJ721960/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,32410,24998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMH1RFVXKD514473,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMH1RFVXKD514473/?radius=25
2018,Toyota,RAV4,Limited,4dr,SUV,30966,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMYFREV0JJ153175,No,No accidents, 1 Owner, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2018/vin/JTMYFREV0JJ153175/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,42555,25221.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3P1RFV1MC200925,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV1MC200925/?radius=25
2018,Toyota,RAV4,Limited,4dr,SUV,58295,22998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMYFREV7JJ742188,No,1 Accident, 3 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2018/vin/JTMYFREV7JJ742188/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,38012,22998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3ZFREV2JW514413,No,No accidents, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2018/vin/2T3ZFREV2JW514413/?radius=25
2016,Toyota,RAV4,LE,4dr,SUV,82036,18998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMZFREV0GJ075641,No,1 Accident, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2016/vin/JTMZFREV0GJ075641/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,72864,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMZFREV4HJ139889,No,No accidents, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2017/vin/JTMZFREV4HJ139889/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,32852,24990.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3F1RFV3MC175389,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV3MC175389/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,58974,20590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3ZFREV7HW381979,No,No accidents, 2 Owners, Personal use only,2024-03-14,https://www.edmunds.com/toyota/rav4/2017/vin/2T3ZFREV7HW381979/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,30478,25842.0,4cyl Automatic,Interstate Toyota (15 mi away),Clean Title,No,No,No,No,2T3G1RFV4MC179553,No,No accidents, 1 Owner, Personal use,2024-02-19,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV4MC179553/?radius=25
2014,Toyota,RAV4,Limited,4dr,SUV,66647,18488.0,4cyl Automatic,Crestmont Volkswagen (14 mi away),Clean Title,No,No,No,No,2T3DFREV5EW177705,No,No accidents, 2 Owners, Personal use only,2024-02-29,https://www.edmunds.com/toyota/rav4/2014/vin/2T3DFREV5EW177705/?radius=25
2017,Toyota,RAV4,XLE,4dr,SUV,66047,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3WFREV7HW312759,No,1 Accident, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2017/vin/2T3WFREV7HW312759/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,37078,23590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,JTMBFREV8HJ706722,No,No accidents, 2 Owners, Personal use only,2024-04-10,https://www.edmunds.com/toyota/rav4/2017/vin/JTMBFREV8HJ706722/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,61084,24998.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3P1RFV3MW210600,No,No accidents, 1 Owner, Personal use only,2024-02-13,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV3MW210600/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,26713,29998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3W1RFV9MC130117,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV9MC130117/?radius=25
2021,Toyota,RAV4,Adventure,4dr,SUV,58574,27499.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3J1RFV3MW222770,No,No accidents, 1 Owner, Rental vehicle,2024-03-06,https://www.edmunds.com/toyota/rav4/2021/vin/2T3J1RFV3MW222770/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,43022,23250.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3F1RFV9MC144034,No,1 Accident, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV9MC144034/?radius=25
2021,Toyota,RAV4,Adventure,4dr,SUV,65001,26999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3J1RFV8MW202854,No,No accidents, 1 Owner, Personal use only,2024-03-25,https://www.edmunds.com/toyota/rav4/2021/vin/2T3J1RFV8MW202854/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,27848,27998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3W1RFV6MC161342,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV6MC161342/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,35050,25959.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3F1RFV4MW165999,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV4MW165999/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,31689,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV7MC121327,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV7MC121327/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,27950,28990.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3P1RFVXMC172025,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFVXMC172025/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,56953,26999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3W1RFV2NW195925,No,No accidents, 1 Owner, Rental vehicle,2024-03-01,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV2NW195925/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,30379,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV6PC222623,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3H1RFV6PC222623/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,42558,25900.0,4cyl Automatic,Car2Sell (16 mi away),Clean Title,No,No,No,No,2T3W1RFV7NW193040,No,1 Accident, 1 Owner, Personal use only,2024-03-26,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV7NW193040/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,32957,25665.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3F1RFV8MC193046,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MC193046/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,90610,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3WFREVXJW447384,No,No accidents, 2 Owners, Rental vehicle,,https://www.edmunds.com/toyota/rav4/2018/vin/2T3WFREVXJW447384/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,63383,24964.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3P1RFV9MW200623,No,1 Accident, 1 Owner, Rental vehicle,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV9MW200623/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,51879,21590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3ZFREV9HW344626,No,No accidents, 1 Owner, Personal use only,2024-04-01,https://www.edmunds.com/toyota/rav4/2017/vin/2T3ZFREV9HW344626/?radius=25
2007,Toyota,RAV4,Base,4dr,SUV,121531,8995.0,4cyl Automatic,Stella Auto Sales (19 mi away),Clean Title,No,No,No,No,JTMBD33V875110622,No,No accidents, 3 Owners, Personal use only,2024-01-16,https://www.edmunds.com/toyota/rav4/2007/vin/JTMBD33V875110622/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,60822,21590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3BFREV1JW713468,No,No accidents, 1 Owner, Personal use,2024-02-09,https://www.edmunds.com/toyota/rav4/2018/vin/2T3BFREV1JW713468/?radius=25
2019,Toyota,RAV4,XLE,4dr,SUV,31977,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMW1RFV3KD019538,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMW1RFV3KD019538/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,74767,22222.0,4cyl Automatic,Colonial Subaru (In-stock online),Clean Title,No,No,No,No,2T3F1RFV3MC186845,No,No accidents, 1 Owner, Personal use only,2024-03-28,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV3MC186845/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,36188,24998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV7MW126526,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV7MW126526/?radius=25
2015,Toyota,RAV4,Limited,4dr,SUV,54975,21998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMDFREV0FD156811,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2015/vin/JTMDFREV0FD156811/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,33933,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3K1RFV0KW011849,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3K1RFV0KW011849/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,10226,29995.0,4cyl Automatic,Queensboro Toyota (12 mi away),Clean Title,No,No,No,No,2T3F1RFV8PW348620,No,No accidents, 1 Owner, Personal use,2024-04-07,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV8PW348620/?radius=25
2016,Toyota,RAV4,LE,4dr,SUV,73602,18998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3ZFREV8GW301118,No,1 Accident, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2016/vin/2T3ZFREV8GW301118/?radius=25
2020,Toyota,RAV4,XLE,4dr,SUV,83013,22998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3W1RFV6LW097459,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3W1RFV6LW097459/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,36812,24990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3H1RFVXKW038146,No,No accidents, 1 Owner, Personal use,2024-03-29,https://www.edmunds.com/toyota/rav4/2019/vin/2T3H1RFVXKW038146/?radius=25
2020,Toyota,RAV4,Base,4dr,SUV,43962,24590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3H1RFV7LW087225,No,No accidents, 2 Owners, Personal use only,2024-03-28,https://www.edmunds.com/toyota/rav4/2020/vin/2T3H1RFV7LW087225/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,70729,21998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMWFREV1JJ751010,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2018/vin/JTMWFREV1JJ751010/?radius=25
2020,Toyota,RAV4,Base,4dr,SUV,29859,24998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV2LW077301,No,2 Accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3H1RFV2LW077301/?radius=25
2022,Toyota,RAV4,XLE,Premium,4dr,29317,29998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3C1RFV2NC178403,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3C1RFV2NC178403/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,33288,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFVXNW278504,No,No accidents, 1 Owner, Rental vehicle,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFVXNW278504/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,33288,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFVXNW278504,No,No accidents, 1 Owner, Rental vehicle,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFVXNW278504/?radius=25
2019,Toyota,RAV4,XLE,4dr,SUV,34720,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3W1RFV2KW013426,No,No accidents, 2 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3W1RFV2KW013426/?radius=25
2013,Toyota,RAV4,LE,4dr,SUV,94380,16590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,JTMBFREV8D5026905,No,No accidents, 3 Owners, Personal use,2024-02-27,https://www.edmunds.com/toyota/rav4/2013/vin/JTMBFREV8D5026905/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,37247,24931.0,4cyl Automatic,Riverdale Chrysler Jeep Dodge Ram (8 mi away),Clean Title,No,No,No,No,JTMP1RFV3MD071341,No,1 Accident, 1 Owner, Personal use,2024-03-20,https://www.edmunds.com/toyota/rav4/2021/vin/JTMP1RFV3MD071341/?radius=25
2021,Toyota,RAV4,Adventure,4dr,SUV,58001,26999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3J1RFV0MW211872,No,No accidents, 1 Owner, Personal use,2024-03-15,https://www.edmunds.com/toyota/rav4/2021/vin/2T3J1RFV0MW211872/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,47509,22998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3WFREV1JW520562,No,No accidents, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2018/vin/2T3WFREV1JW520562/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,35336,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV5KC022705,No,No accidents, 2 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3F1RFV5KC022705/?radius=25
2017,Toyota,RAV4,Limited,4dr,SUV,74727,22490.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3DFREV5HW584265,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2017/vin/2T3DFREV5HW584265/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,24273,28199.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3F1RFV4PC346803,No,No accidents, 1 Owner, Personal use only,2024-02-23,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV4PC346803/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,30821,26998.0,CarMax (In-stock online),Delivery available*,,,,,,2T3F1RFV4NC297597,No,4cyl Automatic,,,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFV4NC297597/?radius=25
2017,Toyota,RAV4,Limited,4dr,SUV,77692,22590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3DFREV2HW560652,No,No accidents, 2 Owners, Personal use,2024-04-04,https://www.edmunds.com/toyota/rav4/2017/vin/2T3DFREV2HW560652/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,34098,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFVXNC178204,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3H1RFVXNC178204/?radius=25
2015,Toyota,RAV4,LE,4dr,SUV,103411,14995.0,4cyl Automatic,B & M Auto Sales (18 mi away),Clean Title,No,No,No,No,2T3ZFREV4FW153662,No,1 Accident, 1 Owner, Personal use,2024-02-10,https://www.edmunds.com/toyota/rav4/2015/vin/2T3ZFREV4FW153662/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,35905,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV3MC122734,No,No accidents, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV3MC122734/?radius=25
2020,Toyota,RAV4,XLE,4dr,SUV,34131,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3W1RFVXLW068417,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3W1RFVXLW068417/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,74102,21301.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,JTMRFREV8JD224173,No,3 Accidents, 3 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2018/vin/JTMRFREV8JD224173/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,36573,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV8LW128761,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV8LW128761/?radius=25
2017,Toyota,RAV4,XLE,4dr,SUV,53955,22998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMWFREVXHJ104132,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2017/vin/JTMWFREVXHJ104132/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,51413,22998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3BFREV3HW672545,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2017/vin/2T3BFREV3HW672545/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,30378,25987.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3H1RFV8NC198452,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3H1RFV8NC198452/?radius=25
2019,Toyota,RAV4,XLE,4dr,SUV,49710,23198.0,4cyl Automatic,Trend Motors Volkswagen (25 mi away),Clean Title,No,No,No,No,2T3P1RFV6KC027772,No,No accidents, 1 Owner, Personal use only,2023-12-13,https://www.edmunds.com/toyota/rav4/2019/vin/2T3P1RFV6KC027772/?radius=25
2017,Toyota,RAV4,XLE,4dr,SUV,45098,22990.0,Carvana (In-stock online),Home delivery*,,,,,,JTMWFREV7HJ114858,No,4cyl Automatic,,,2024-03-28,https://www.edmunds.com/toyota/rav4/2017/vin/JTMWFREV7HJ114858/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,34950,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV4MC119826,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV4MC119826/?radius=25
2017,Toyota,RAV4,XLE,4dr,SUV,62162,22998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3RFREV1HW607756,No,No accidents, 2 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2017/vin/2T3RFREV1HW607756/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,43751,23998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV1KW042361,No,No accidents, 2 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3H1RFV1KW042361/?radius=25
2018,Toyota,RAV4,Limited,4dr,SUV,87856,22990.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,JTMYFREV6JD127730,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2018/vin/JTMYFREV6JD127730/?radius=25
2022,Toyota,RAV4,XLE,Premium,4dr,33589,31590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3C1RFV9NW194144,No,No accidents, 1 Owner, Personal use only,2024-03-27,https://www.edmunds.com/toyota/rav4/2022/vin/2T3C1RFV9NW194144/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,45641,23998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMWFREV0JJ181890,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2018/vin/JTMWFREV0JJ181890/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,33586,27990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3G1RFV3NW290935,No,No accidents, 1 Owner, Personal use only,2024-04-01,https://www.edmunds.com/toyota/rav4/2022/vin/2T3G1RFV3NW290935/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,70429,22998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMG1RFV9KD512581,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMG1RFV9KD512581/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,61874,25000.0,4cyl Automatic,Rockland Nissan (14 mi away),Clean Title,No,No,No,No,2T3P1RFV8MW203917,No,No accidents, 1 Owner, Rental vehicle,2024-02-27,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MW203917/?radius=25
2019,Toyota,RAV4,Limited,4dr,SUV,43178,29498.0,4cyl Automatic,Open Road Chevrolet (19 mi away),Clean Title,No,No,No,No,2T3N1RFVXKW013900,No,No accidents, 2 Owners, Personal use,2023-11-03,https://www.edmunds.com/toyota/rav4/2019/vin/2T3N1RFVXKW013900/?radius=25
